rural_or_urban,state_name,district_name,block_tehsil_name,town_municipality_name,village_name,ward_name,serial_number,enumeration_date,water_body_present_sac_data,unique_id,water_body_name,basin_name,sub_basin_name,water_body_type,nature_of_storage,khasra_number,latitude,longitude,water_body_location,ownership,water_body_in_use,water_body_uses_1,water_body_uses_2,water_body_uses_3,cca_water_body,ipc_water_body,not_in_use_reason,water_body_nature,manmade_water_body_type,construction_year,construction_cost,renovation_year,renovation_cost,water_body_presently_under_repair_renovation_restoration,scheme_under_revival_done,scheme_inclusion_year,targeted_completion_year,estimated_cost,targeted_potential_revival,irrigation_potential_revived,associated_with_central_scheme,central_scheme_name,water_throughout_year,number_months,water_spread_area_reference_year,water_spread_area_current_year,minimum_water_spread_area,maximum_water_spread_area,max_depth_water_body_fully_filled,storage_capacity_water_body_original,storage_capacity_water_body_present,filled_up_storage,presence_of_silt,filled_up_storage_space,no_of_town_cities_benefited,no_of_villages_benefited,no_people_benefited_by_water_body,wua_exists,extent_of_area_covered_by_wua,number_of_wua_formed,dip_sip_exists,water_body_encroached,encroachment_assessed,area_encroached_percentage,standalone_or_connected,number_of_connected_water_bodies,captured_in_previous_census,enumerator_name,image_path,created_on,remark
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,10,2026-04-06,No,1/30/552/005938/0626924/0010,"Gurim,157/1",,,Ponds,,157/1,15.3105209,73.9357871,Others,Group of Individuals,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,1280.0,1280.0,1000.0,1280.0,1.28,1632.0,1632.0,Full,Yes,Filled up every year,1.0,1.0,3.0,No,,,No,No,,,1-Standalone,,Yes,FRANKLIN DOURADO,MIC_2579216.jpeg,2026-04-06 17:40:02.455,
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,11,2026-04-06,No,1/30/552/005938/0626924/0011,"Gurim, 156/5",,,Ponds,,156/5,15.3112646,73.9380692,Others,Group of Individuals,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,6-9 months,509.0,509.0,450.0,509.0,1.28,649.0,649.0,Full,Yes,Filled up every year,1.0,1.0,2.0,No,,,No,No,,,1-Standalone,,Yes,FRANKLIN DOURADO,MIC_2579605.jpeg,2026-04-06 18:22:07.449,
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,12,2026-04-09,No,1/30/552/005938/0626924/0012,"Murda Grande, 96/10",,,Ponds,,96/10,15.3057235,73.9400348,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,1087.0,1087.0,900.0,1081.0,1.28,1386.0,1386.0,Full,Yes,Filled up every year,1.0,1.0,4.0,No,,,No,No,,,1-Standalone,,No,FRANKLIN DOURADO,MIC_2595742.jpeg,2026-04-09 19:25:17.74,No
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,13,2026-04-09,No,1/30/552/005938/0626924/0013,MURDA PEQUENO,,,Ponds,,107/27,15.3016417,73.9368485,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,1845.0,1845.0,1200.0,1845.0,1.27,2352.0,2352.0,Full,Yes,Filled up every year,,,,No,,,No,No,,,1-Standalone,,No,FRANKLIN DOURADO,MIC_2595743.jpeg,2026-04-09 19:25:33.534,
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,14,2026-04-09,No,1/30/552/005938/0626924/0014,"Murda Pequeno,119/3",,,Tank,,119/3,15.3043941,73.9336089,Others,Other private body,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,181.0,181.0,150.0,181.0,1.28,231.0,231.0,Full,Yes,Filled up every year,1.0,1.0,1.0,No,,,No,No,,,1-Standalone,,No,FRANKLIN DOURADO,MIC_2595747.jpeg,2026-04-09 19:25:52.796,
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,15,2026-04-09,No,1/30/552/005938/0626924/0015,"Murda Grande, 127/1",,,Ponds,,127/1,15.3063789,73.9306761,Others,Panchayat,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,457.0,457.0,400.0,457.0,1.28,583.0,583.0,Full,Yes,Filled up every year,1.0,1.0,2.0,No,,,No,No,,,1-Standalone,,No,FRANKLIN DOURADO,MIC_2595754.jpeg,2026-04-09 19:27:05.028,No
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,16,2026-04-12,No,1/30/552/005938/0626924/0016,"Murda Grande,127/6",,,Ponds,,127/6,15.3054259,73.9315711,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,885.0,885.0,750.0,885.0,1.27,1128.0,1128.0,Upto 3/4,Yes,Filled up every year,1.0,1.0,4.0,No,,,No,No,,,1-Standalone,,No,FRANKLIN DOURADO,MIC_2606690.jpeg,2026-04-12 17:32:09.64,
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,17,2026-04-12,No,1/30/552/005938/0626924/0017,"Gurim,171/4",,,Tank,,171/4,15.3137173,73.9368692,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,1048.0,1048.0,950.0,1048.0,2.55,2672.0,2672.0,Upto 3/4,Yes,Filled up every year,1.0,1.0,3.0,No,,,No,No,,,2-Connected,1.0,Yes,FRANKLIN DOURADO,MIC_2606708.jpeg,2026-04-12 17:34:52.615,
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,18,2026-04-12,No,1/30/552/005938/0626924/0018,"Gurim,170/74",,,Ponds,,170/74,15.3152638,73.9358881,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,4684.0,4684.0,3500.0,4684.0,1.27,5972.0,5972.0,Full,Yes,Filled up every year,1.0,1.0,7.0,No,,,No,No,,,2-Connected,1.0,Yes,FRANKLIN DOURADO,MIC_2606726.jpeg,2026-04-12 17:38:23.626,Yes
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,19,2026-04-12,No,1/30/552/005938/0626924/0019,"Dungem, 168/10",,,Ponds,,168/10,15.3155941,73.9389926,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,814.0,814.0,800.0,814.0,1.28,1038.0,1038.0,Full,No,Filled up every year,1.0,1.0,1.0,No,,,No,No,,,1-Standalone,,Yes,FRANKLIN DOURADO,MIC_2606748.jpeg,2026-04-12 17:40:11.636,
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,20,2026-04-12,No,1/30/552/005938/0626924/0020,"Dungem, 163/1",,,Ponds,,163/1,15.3157018,73.9400485,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,189.0,189.0,150.0,189.0,1.28,241.0,241.0,Upto 3/4,Yes,Filled up every year,1.0,1.0,1.0,No,,,No,No,,,2-Connected,1.0,Yes,FRANKLIN DOURADO,MIC_2606756.jpeg,2026-04-12 17:41:15.925,
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,21,2026-04-12,No,1/30/552/005938/0626924/0021,"Kirbhat, 21/26",,,Tank,,21/26,15.3065541,73.9570061,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,1285.0,1285.0,1200.0,1285.0,2.55,3277.0,3277.0,Full,No,Filled up every year,1.0,1.0,2.0,No,,,No,No,,,2-Connected,1.0,Yes,FRANKLIN DOURADO,MIC_2606777.jpeg,2026-04-12 17:44:09.591,Yes
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,22,2026-04-14,No,1/30/552/005938/0626924/0022,"Mujear, 154/14",,,Ponds,,154/14,15.3088749,73.9418233,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,822.0,822.0,750.0,822.0,1.27,1048.0,1048.0,Full,Yes,Filled up every year,1.0,1.0,1.0,No,,,No,No,,,2-Connected,1.0,Yes,FRANKLIN DOURADO,MIC_2611875.jpeg,2026-04-14 12:24:51.753,Yes
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,23,2026-04-14,No,1/30/552/005938/0626924/0023,"Paudgalin, Gurim, 161/4",,,Ponds,,161/4,15.3128779,73.9382535,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,827.0,827.0,790.0,827.0,1.27,1054.0,1054.0,Full,Yes,Filled up every year,1.0,1.0,2.0,No,,,No,No,,,1-Standalone,,Yes,FRANKLIN DOURADO,MIC_2611876.jpeg,2026-04-14 12:25:00.19,Yes
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,24,2026-04-14,No,1/30/552/005938/0626924/0024,"Karen Chowato, Mujear, Nuvem, 156/16",,,Ponds,,156/16,15.3110264,73.9388028,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,608.0,550.0,550.0,608.0,1.27,775.0,775.0,Upto 1/4,Yes,Filled up every year,1.0,11.0,,No,,,No,No,,,2-Connected,1.0,Yes,FRANKLIN DOURADO,MIC_2611877.jpeg,2026-04-14 12:25:06.599,yes
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,25,2026-04-17,No,1/30/552/005938/0626924/0025,"Dungem Bhutali ,169/21",,,Ponds,,169/21,15.3172254,73.9376329,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,1008.0,800.0,900.0,1008.0,1.2,1285.0,1285.0,Upto 3/4,Yes,Filled up every year,1.0,1.0,2.0,No,,,No,No,,,1-Standalone,,No,FRANKLIN DOURADO,MIC_2621363.jpeg,2026-04-17 09:45:57.168,Yes
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,26,2026-04-17,No,1/30/552/005938/0626924/0026,"Dungem, Val Morad,185/2",,,Ponds,,185/2,15.3180694,73.9331065,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,3008.0,2900.0,2900.0,3008.0,1.27,3835.0,3835.0,Full,Yes,Filled up every year,1.0,1.0,1.0,No,,,No,No,,,1-Standalone,,No,FRANKLIN DOURADO,MIC_2621365.jpeg,2026-04-17 09:47:08.433,No
Rural,GOA,South Goa,Salcete,,Nuvem (Ct),,27,2026-04-18,No,1/30/552/005938/0626924/0027,"Kirbhat,Lobo Cuper, 22/4",,,Tank,,22/4,15.307574,73.9575171,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,180.0,150.0,150.0,180.0,2.55,459.0,459.0,Upto 3/4,Yes,Filled up every year,1.0,1.0,1.0,No,,,No,No,,,1-Standalone,,No,FRANKLIN DOURADO,MIC_2628536.jpeg,2026-04-18 20:04:12.913,
Rural,GOA,South Goa,Salcete,,Raia (Ct),,1,2026-03-27,No,1/30/552/005938/0626925/0001,Sonarvadd Pond ,,,Ponds,,20/3,15.3132183,73.9905783,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,602.0,602.0,400.0,702.0,1.28,768.0,768.0,Full,Yes,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,ALASKA BLANCA FERRAO,MIC_2541063.jpeg,2026-03-30 14:23:00.863,nil
Rural,GOA,South Goa,Salcete,,Raia (Ct),,2,2026-04-10,No,1/30/552/005938/0626925/0002,puddela ganapoga,,,Tank,,39/3,15.3223933,73.9945967,Others,Group of Individuals,Yes,Irrigation,,,20.0,36.0,,Natural,,,,,,No,,,,,,,No,,Yes,,20.0,20.0,15.0,25.0,2.55,51.0,51.0,Full,Yes,Filled up every year,1.0,1.0,50.0,No,,,No,No,,,1-Standalone,,No,ALASKA BLANCA FERRAO,MIC_2598949.jpeg,2026-04-10 14:20:26.604,nil
Rural,GOA,South Goa,Salcete,,Raia (Ct),,3,2026-04-10,No,1/30/552/005938/0626925/0003,"Bellavista Pond, Nomosi",,,Ponds,,119/3,15.3056472,73.999057,Others,Group of Individuals,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,1267.0,1267.0,1000.0,1500.0,1.27,1609.0,1609.0,Full,Yes,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,No,ALASKA BLANCA FERRAO,MIC_2598955.jpeg,2026-04-10 14:22:29.45,nil
Rural,GOA,South Goa,Salcete,,Raia (Ct),,4,2026-04-10,No,1/30/552/005938/0626925/0004,Raicho Ambo,,,Tank,,311/3-J,15.3070766,73.974702,Others,Co-operative,Yes,Religious,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,106.0,106.0,80.0,120.0,2.55,270.0,270.0,Full,Yes,Filled up every year,1.0,1.0,50.0,No,,,No,No,,,1-Standalone,,No,ALASKA BLANCA FERRAO,MIC_2598959.jpeg,2026-04-10 14:26:01.809,nil
Rural,GOA,South Goa,Salcete,,Raia (Ct),,5,2026-03-30,No,1/30/552/005938/0626925/0005,Bacbhatt Tollem,,,Ponds,,144/18,15.2995164,74.0004903,Others,Group of Individuals,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,69517.0,69517.0,64517.0,72000.0,2.55,177268.0,177268.0,Full,Yes,Filled up every year,2.0,2.0,30.0,No,,,No,No,,,1-Standalone,,No,ALASKA BLANCA FERRAO,MIC_2651814.jpeg,2026-04-24 15:12:01.69,nil
Rural,GOA,South Goa,Salcete,,Raia (Ct),,6,2026-03-30,No,1/30/552/005938/0626925/0006,Bharibhatt Tank,,,Tank,,269/1-H,15.2970827,73.9784616,Others,Co-operative,Yes,Religious,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,79.0,79.0,69.0,89.0,2.54,201.0,201.0,Upto 1/2,Yes,Filled up every year,2.0,1.0,100.0,No,,,No,No,,,1-Standalone,,No,ALASKA BLANCA FERRAO,MIC_2651818.jpeg,2026-04-24 15:12:21.238,nil
Rural,GOA,South Goa,Salcete,,Raia (Ct),,7,2026-03-30,No,1/30/552/005938/0626925/0007,Arlem ,,,Ponds,,310/1,15.3058859,73.9742406,Others,Other private body,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,36.0,36.0,30.0,46.0,1.28,46.0,46.0,Upto 1/2,Yes,Filled up every year,2.0,1.0,50.0,No,,,No,No,,,1-Standalone,,No,ALASKA BLANCA FERRAO,MIC_2651821.jpeg,2026-04-24 15:12:39.292,nil
Rural,GOA,South Goa,Salcete,,Raia (Ct),,8,2026-04-06,No,1/30/552/005938/0626925/0008,BEBKE TOLLEM ,,,Ponds,,223/1-2,15.31195,73.98865,Others,Group of Individuals,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,5805.0,5805.0,4000.0,65000.0,1.27,7372.0,7372.0,Nil/Negligible filled up,Yes,Rarely filled up,,,,No,,,No,No,,,1-Standalone,,No,ALASKA BLANCA FERRAO,MIC_2651824.jpeg,2026-04-24 15:12:55.831,nil
Rural,GOA,South Goa,Salcete,,Raia (Ct),,9,2026-03-30,No,1/30/552/005938/0626925/0009,Manora tolli pond,,,Tank,,352/2,15.3073047,73.9629837,Others,Group of Individuals,Yes,Irrigation,,,900.0,1365.0,,Natural,,,,,,No,,,,,,,No,,Yes,,1001.0,1001.0,800.0,1200.0,2.55,2553.0,2553.0,Full,No,Filled up every year,1.0,2.0,100.0,No,,,No,No,,,1-Standalone,,No,ALASKA BLANCA FERRAO,MIC_2651829.jpeg,2026-04-24 15:13:37.511,nil
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,1,2026-03-20,Yes,1/30/552/005938/0626926/0001,lake,,,Lakes,,19,15.2857061,73.9811561,Others,Panchayat,Yes,Irrigation,,,110.0,110.0,,Natural,,,,2005.0,2000000.0,No,,,,,,,No,,No,6-9 months,100.0,100.0,100.0,200.0,400.0,180.0,120.0,Full,Yes,Filled up every year,58.0,53.0,58.0,No,,,No,No,,,1-Standalone,,Yes,NIRAJ NAIK,MIC_2486511.jpeg,2026-03-20 16:55:00.866,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,2,2026-03-30,No,1/30/552/005938/0626926/0002,"Pervon 260/5,7",,,Tank,,"260/5,7",15.28122,74.0201583,Others,Individual,Yes,Ground water recharge,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,4552.0,4552.0,100.0,4600.0,2.55,11608.0,200.0,Full,No,Filled up every year,1.0,1.0,20.0,,,,No,No,,,2-Connected,1.0,No,NIRAJ NAIK,MIC_2542308.jpeg,2026-03-30 16:45:42.122,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,3,2026-04-08,Yes,1/30/552/005938/0626926/0003,RAITOLLEM ,,,Lakes,,304/2,15.27105,74.01823,Tribal,Group of Individuals,Yes,Irrigation,Ground water recharge,Natural Habitat for birds/Animals,28633.0,51212.0,,Natural,,,,,,No,,,,,,,No,,Yes,,160545.0,160545.0,40000.0,161000.0,2.55,409390.0,50000.0,Full,No,Filled up every year,2.0,2.0,60.0,No,,,No,No,,,1-Standalone,,No,NIRAJ NAIK,MIC_2587200.jpeg,2026-04-08 10:49:36.681,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,4,2026-04-08,No,1/30/552/005938/0626926/0004,Agshau vitabag 241/2,,,Ponds,,241/2,15.2814667,74.0334933,Others,Individual,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,227.0,227.0,10.0,230.0,1.27,289.0,15.0,Full,No,Filled up every year,,,,,,,No,No,,,1-Standalone,,No,NIRAJ NAIK,MIC_2587918.jpeg,2026-04-08 12:21:18.823,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,5,2026-04-13,Yes,1/30/552/005938/0626926/0005,curtorim lake 586/1-26,,,Lakes,,586/1-26,15.2896225,74.0189782,Others,Group of Individuals,Yes,Ground water recharge,Natural Habitat for birds/Animals,,,,,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,121596.0,121596.0,110596.0,121596.0,2.55,310070.0,115000.0,Upto 1/2,No,Filled up every year,1.0,1.0,20.0,No,,,No,No,,,1-Standalone,,No,NIRAJ NAIK,MIC_2608930.jpeg,2026-04-13 13:11:04.947,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,6,2026-04-13,No,1/30/552/005938/0626926/0006,"sonbem tollem 504/5, 2",,,Lakes,,"504/5, 2",15.2987602,74.0053199,Others,Group of Individuals,Yes,Natural Habitat for birds/Animals,Ground water recharge,,,,,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,102730.0,102730.0,20000.0,105000.0,2.55,261962.0,22000.0,Upto 1/2,No,Filled up every year,1.0,1.0,20.0,No,,,No,No,,,1-Standalone,,Yes,NIRAJ NAIK,MIC_2608932.jpeg,2026-04-13 13:11:13.58,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,7,2026-04-13,No,1/30/552/005938/0626926/0007,sim bhat 499/7,,,Ponds,,499/7,15.2947515,74.0009776,Others,Individual,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,379.0,379.0,350.0,379.0,1.27,483.0,380.0,Full,No,Filled up every year,,,,,,,No,No,,,1-Standalone,,No,NIRAJ NAIK,MIC_2608933.jpeg,2026-04-13 13:11:17.631,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,8,2026-04-13,No,1/30/552/005938/0626926/0008,baida jin waddo 495/7-9,,,Ponds,,495/7-9,15.2942141,74.0042601,Others,Group of Individuals,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,2277.0,2277.0,200.0,2300.0,2.55,5806.0,250.0,Full,No,Filled up every year,,,,No,,,No,No,,,1-Standalone,,No,NIRAJ NAIK,MIC_2608934.jpeg,2026-04-13 13:11:21.535,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,9,2026-04-27,Yes,1/30/552/005938/0626926/0009,curtorim talem 126/2-7,,,Lakes,,126/2-7,15.2968461,74.0414005,Others,Group of Individuals,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,10430.0,10430.0,2000.0,10500.0,2.55,26596.0,2500.0,Full,No,Filled up every year,1.0,1.0,20.0,No,,,No,No,,,1-Standalone,,No,NIRAJ NAIK,MIC_2661472.jpeg,2026-04-27 12:44:47.864,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,10,2026-04-27,Yes,1/30/552/005938/0626926/0010,curtorim maitollem 133/3,,,Lakes,,133/3,15.2947399,74.0356201,Others,Group of Individuals,Yes,Natural Habitat for birds/Animals,Ground water recharge,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,127911.0,127911.0,5000.0,130000.0,2.55,326173.0,6000.0,Full,No,Filled up every year,2.0,3.0,50.0,No,,,No,No,,,1-Standalone,,Yes,NIRAJ NAIK,MIC_2661473.jpeg,2026-04-27 12:44:56.588,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,11,2026-04-27,No,1/30/552/005938/0626926/0011,Guttolem 177/10-42,,,Ponds,,177/10-42,15.2866645,74.0345883,Others,Group of Individuals,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,Yes,,10812.0,10812.0,20.0,10820.0,2.55,27571.0,30.0,Full,No,Filled up every year,,,,No,,,No,No,,,1-Standalone,,No,NIRAJ NAIK,MIC_2661474.jpeg,2026-04-27 12:45:07.514,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,12,2026-05-10,No,1/30/552/005938/0626926/0012,"Motoy 261/6,6-A",,,Ponds,,"261/6,6-A",15.2805485,74.0202314,Others,Individual,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,150.0,150.0,30.0,90.0,1.27,50.0,20.0,Full,Yes,Filled up every year,,,,,,,No,No,,,1-Standalone,,No,NIRAJ NAIK,MIC_2702624.jpeg,2026-05-10 11:02:26.476,
Rural,GOA,South Goa,Salcete,,Curtorim (Ct),,13,2026-05-10,No,1/30/552/005938/0626926/0013,Beatnillem 186/9,,,Tank,,186/9,15.2832084,74.0312282,Others,Individual,Yes,Irrigation,Ground water recharge,Natural Habitat for birds/Animals,1800.0,2049.0,,Natural,,,,,,No,,,,,,,No,,Yes,,816.0,816.0,700.0,900.0,1.27,1040.0,980.0,Full,No,Filled up every year,1.0,50.0,20.0,,,,No,No,,,1-Standalone,,No,NIRAJ NAIK,MIC_2702626.jpeg,2026-05-10 11:02:31.931,
Rural,GOA,South Goa,Salcete,,Sao Jose De Areal (Ct),,1,2026-03-30,No,1/30/552/005938/0626927/0001,Dhonas Dongra Bhat,,,Others,Quarry/Mining and Pit,230/3a,15.2351283,74.012118,Others,Group of Individuals,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,1113.0,1113.0,400.0,1113.0,6.3,,,,Yes,,1.0,1.0,70.0,No,,,No,No,,,1-Standalone,,Yes,SANJAY KAKODKAR,MIC_2540667.jpeg,2026-03-30 13:39:01.784,
Rural,GOA,South Goa,Salcete,,Sao Jose De Areal (Ct),,2,2026-03-30,No,1/30/552/005938/0626927/0002,Merabgall  Bharad,,,Ponds,,247/1,15.2350637,74.0079447,Others,Individual,Yes,Irrigation,,,90.0,110.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3451.0,3451.0,3000.0,3451.0,6.37,22000.0,22000.0,Full,Yes,Filled up every year,1.0,1.0,70.0,,,,No,No,,,1-Standalone,,No,SANJAY KAKODKAR,MIC_2540670.jpeg,2026-03-30 13:39:13.643,
Rural,GOA,South Goa,Salcete,,Sao Jose De Areal (Ct),,3,2026-03-30,Yes,1/30/552/005938/0626927/0003,Merab Gall Bharad,,,Others,Quarry Mining Pit,247/1,15.2354898,74.0077577,Others,Individual,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,2847.0,2847.0,2800.0,2847.0,6.38,,,,Yes,,1.0,1.0,100.0,,,,No,No,,,1-Standalone,,,SANJAY KAKODKAR,MIC_2540689.jpeg,2026-03-30 13:41:05.912,
Rural,GOA,South Goa,Salcete,,Sao Jose De Areal (Ct),,4,2026-03-30,Yes,1/30/552/005938/0626927/0004,MONE  GAL,,,Others,QUARRY MINING AND PIT,244/1,15.23598,74.01066,Others,Group of Individuals,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,958.0,958.0,300.0,958.0,6.37,,,,Yes,,1.0,1.0,70.0,No,,,No,No,,,1-Standalone,,Yes,SANJAY KAKODKAR,MIC_2540691.jpeg,2026-03-30 13:41:21.539,
Rural,GOA,South Goa,Salcete,,Sao Jose De Areal (Ct),,5,2026-04-01,No,1/30/552/005938/0626927/0005,Tolvatem Pond,,,Ponds,,305/3,15.2582213,74.0067828,Others,Group of Individuals,Yes,Irrigation,Natural Habitat for birds/Animals,,210.0,300.0,,Natural,,,,,,No,,,,,,,No,,Yes,,115.0,115.0,80.0,115.0,1.28,147.0,147.0,Full,Yes,Filled up every year,1.0,1.0,450.0,No,,,No,No,,,1-Standalone,,No,SANJAY KAKODKAR,MIC_2553488.jpeg,2026-04-01 15:06:49.125,
Rural,GOA,South Goa,Salcete,,Sao Jose De Areal (Ct),,6,2026-04-01,No,1/30/552/005938/0626927/0006,Merengall ,,,Others,Quarry Mining Pit,254/1,15.2367888,74.008029,Others,Group of Individuals,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,2643.0,2643.0,2000.0,2643.0,6.37,,,,Yes,,1.0,1.0,150.0,No,,,No,No,,,1-Standalone,,No,SANJAY KAKODKAR,MIC_2553893.jpeg,2026-04-01 15:49:16.091,
Rural,GOA,South Goa,Salcete,,Sao Jose De Areal (Ct),,7,2026-04-01,Yes,1/30/552/005938/0626927/0007,MEREN GALL ,,,Others,QUARRY MINING PIT,254/1,15.23723,74.00693,Others,Individual,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,375.0,375.0,200.0,375.0,6.38,,,,Yes,,1.0,1.0,50.0,,,,No,No,,,1-Standalone,,No,SANJAY KAKODKAR,MIC_2554011.jpeg,2026-04-01 16:01:57.364,
Rural,GOA,South Goa,Salcete,,Sao Jose De Areal (Ct),,8,2026-04-01,No,1/30/552/005938/0626927/0008,Badakio,,,Others,Quarry Minning pit,285/1,15.2475717,73.9976815,Others,Individual,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,870.0,870.0,500.0,870.0,6.37,,,,Yes,,1.0,1.0,50.0,,,,No,No,,,1-Standalone,,No,SANJAY KAKODKAR,MIC_2554728.jpeg,2026-04-01 17:19:01.452,
Rural,GOA,South Goa,Salcete,,Sao Jose De Areal (Ct),,9,2026-04-16,Yes,1/30/552/005938/0626927/0009,KARYAKOND DONGOR ,,,Others,QUARRY MINING PIT ,278/1,15.24416,73.99992,Others,Other private body,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,497.0,497.0,400.0,497.0,6.3,,,,No,,1.0,1.0,100.0,No,,,No,No,,,1-Standalone,,Yes,SANJAY KAKODKAR,MIC_2617486.jpeg,2026-04-16 10:53:16.53,
Rural,GOA,South Goa,Salcete,,Sao Jose De Areal (Ct),,10,2026-04-16,Yes,1/30/552/005938/0626927/0010,KARYAKOND DONGOR,,,Others,QUARRY MINING PIT,279/1,15.2445,73.99874,Others,Other private body,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,1300.0,1300.0,1100.0,1300.0,6.38,,,,No,,1.0,1.0,100.0,No,,,No,No,,,1-Standalone,,Yes,SANJAY KAKODKAR,MIC_2617546.jpeg,2026-04-16 11:01:36.857,
